"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.292465856419887,0.173632430819796,0.261295354279217,0.244148442864524,0.234375145576614,0.261869591222805,0.291288868942799,0.246357707185056,0.237528187616438,0.291928848239952,0.264963847132372,0.218075759100309,0.251877679704826,0.257396930800813,0.258869144723759,0.212387292162187,0.179179363076298,0.210375755715482,0.300212425149148,0.237814040949039,0.262516021937742,0.156566840358447,0.262543338471464,0.256413081847282,0.207537296565698,0.263664327404371,0.235200092075558,0.265142232923295,0.238865961767011,0.186401110813924,0.238699739914097,0.243317644416129,0.281167146703875,0.236371545588295,0.265007380174145,0.246668003699465,0.25740979644848,0.269678465965459,0.194050569658454,0.233114914207564,0.260305253246497,0.238764341801252,0.259945948375893,0.292950661025123,0.23172398969576,0.250922542886013,0.192134063897176,0.231955660410151,0.196175881231509,0.246651652568234,0.233131431922204,0.245283579385783,0.241892246740794,0.245692085606229,0.270325354188518,0.182288213902758,0.24471319316074,0.279902263766485,0.221467713401354,0.245863415801696,0.251169696312933,0.211316048232219,0.16961107711281,0.250275751935833,0.22948023013859,0.223943586171004,0.268869543188955,0.23312406054234,0.257599541872549,0.261096791128346,0.229621743024246,0.264743490601213,0.261011553321703,0.24330906472306,0.159935146390562,0.314481126260929,0.258993678287356,0.254798136482105,0.248733474435535,0.196211526421385,0.218835236950331,0.245192395492325,0.249059987651173,0.249675214331694,0.275423270892287,0.28254153238871,0.253485888882438,0.1888134704281,0.272109047862807,0.20409872074274,0.229343492920633,0.241316275635103,0.260987104542451,0.244464824666663,0.304705692220374,0.28092083493369,0.140455278106898,0.22696442421983,0.230816563605451,0.254292482404109
"2",0.704947323998598,0.660445048875896,0.590506086188086,0.764135140875784,0.764301721828411,0.660132450330574,0.605061796195297,0.522422059915823,0.648624325186833,0.715780936764231,0.547254048105094,0.701448171810549,0.54787976172575,0.6918634224722,0.498174639481552,0.699784390311003,0.58954573134077,0.52264725646948,0.684402836035599,0.608233361767302,0.679566658067945,0.599407554127512,0.666881000607729,0.730854386729575,0.722557168788182,0,0.541940969829297,0.617607945071537,0.56901828571678,0.566063461985609,0.595595436513529,0.75261951518536,0.613387354606771,0.642507957407987,0.774249833016056,0.713740006135974,0,0.701345745585533,0.596677285438972,0.575070715461455,0.695887663489697,0.690299195479563,0.593023741708748,0.614927985343509,0.580005677652979,0.558549680353801,0.658728727809875,0.558592978413226,0.525528239105172,0.765896783696575,0.451572025380548,0.623683921295888,0.706399285569156,0.736522008409699,0.626223251600453,0.481963729081714,0.651816151968515,0.681786444268344,0.534107244224879,0.681076047867057,0.629276803542751,0.549261289052652,0.74821494166722,NA,0.651029978884296,0.57742250666812,0.47750822973303,0.721478663043879,0.627002338212062,0.772653099754784,0.709536469475478,0.572950025434408,0.518527449065738,0.720232451867382,0.640344577655298,0.527879086786652,0.720546150650279,0.669539255564749,0.630785233640524,0.646562265131713,0.583764879951142,0.586864635416083,0.711479533393066,0.702609659505724,0.705712009334128,0.758491172281362,0.676013223263697,0.620543789412759,0.658919274487071,0.698983453712696,0.712968564486739,0.685986899876326,0.585710342929598,0.569231666177983,0.740522853824784,0.756248273569486,0.582376012397902,0.698474028270935,0.680459169474806,0.667247500618106
"3",0.445637243507415,0.535388430662422,0.665871699104941,0.469851334185602,0.35763468903931,0.633270729146382,0.557682318039598,0.683998090868633,0.502898167132328,0.568421674044767,0.361731755901588,0.687382236515212,0.516806575763373,0.614572747900738,0.435395069670217,0.486450150926906,0.406882052988036,0.665859434871509,0.478389447559691,0.648875265398543,0.307241605205685,0.577282015426345,0.4240681421359,0.584352255288399,0.468752575811992,0.331416947545329,0.628102730895015,0.499122042187877,0.673386930286849,0.416496032722135,0.406080046446091,0.513817852615261,0.670967379854819,0.613644412133624,0.542771438679613,0.489912159411968,0.428592030541101,0.59174852269478,0.494027991293394,0.529995377394614,0.504536403393547,0.624923938884382,0.508921720749706,0.534653212790719,0.460717417840082,0.498638681313818,0.390268001633269,0.401065673325604,0.324085055966299,0.548273510443285,0.337722009633541,0.624929985532466,0.60158987682379,0.549704816848105,0.543424879917724,0.399363066379226,0.499484841930966,0.593592188444272,0.546204087015272,0.315420773126736,0.562374294500201,0.322579158884601,0.407181281838764,0.487643318501786,0.5242733416166,0.690913813931224,0.40047484734524,0.533969605176479,0.634145899005246,0.544521085021248,0.671437235399119,0.249843712002411,0.695451585043949,0.447602761093345,0.643981839772354,0.528323530768239,0.489353395949505,0.439553460646837,0.553161063125965,0.507281964682074,0.599743669685686,0.535725733657879,0.500054323535709,0.563160656432052,0.460322907736007,0.431744914774521,0.612526484711022,NA,0.428841261143322,0.417127262593913,0.597762952162301,0.484978251191932,0.583144555230913,0.603725835047598,0.567686655629793,0.385222631405821,0.57001444509893,0.462782504973218,0.492588844159753,0.542403069070315
"4",0.553244478396028,0.448524925199051,0.246522971777807,0.381193676668841,0.238396727068111,0.235767406171792,0.467928174578559,0.225741126165309,0.450364856559121,0,0.34573012721113,0.309172136272883,0.250008375661225,0.54533042878817,0.498450518674006,0.388154005058394,0.47150251066138,0.352736231185383,0.322558796750673,0.381453268958329,0.478086698240239,0.326643784596241,0.490142773975044,0.498359703207151,0.30948191606111,0.298654967176705,0.333407347378421,0.401920971329229,0.310546665094815,0.207021560858761,0.457773885187562,0.267211126460513,0.352590190555067,0.263484165467112,0.236119519665379,0.236907308100747,0.40572153543023,0.426618120150581,0.369187938414119,0.469061466583505,0.35257309233699,0.398588543344181,0.393456296229406,0.344120835474972,0.351583838474799,0.404491907454255,0.486793450276413,0.294449925916857,0.502487056174783,0.582953549826932,0.358679025173733,0.416285352045076,0.373058385076225,0.337953541904955,0.221116319382156,0.22502653637178,0.491022621922395,0.500636388746088,0.351412271648879,0.301646420217064,0.527064206590207,0.179778530916753,0.451251945345954,0.44592877143664,0.401198899318601,0.346222202492983,0.244605637061642,0.194699489076826,0.316780988234852,0.150215570424029,0.452561489134012,0.351303678348782,0.435165438432932,0.28617213073575,0.517693154752678,0.375261064208159,0.411562345206917,0.297769009525439,NA,0.394955588951767,0.303493383060534,0.22468695394297,0.37268111834232,0.336801676651939,0.203695718552581,0.340730329470949,0.420969897593072,0.338401362668361,0.416702057271514,0.498992930391233,0.480712864091799,0.403998333721152,0.226559927705595,0.463440129690067,0.354704582267165,0.402974366699671,0.447394143871398,0.235703406340343,0.424576370855401,0.474532904406834
"5",0.242788330128024,0.223652329445014,0.199510563965465,0.149231159967151,0.278953728669906,0.325865342659405,0.325154249792007,0.259380124805711,0.303107861732786,0.257901781855005,0.300147294128839,0.0571267374652468,0.181701592292988,0.238535248291148,0.0567608581464662,0.155051546191317,0.284338180714055,0.218701767384479,0.174682848827867,0.201191280280061,0.235688534350033,0.349585941289429,0.214845826470432,0.265004745097955,0.156028775852334,0.149035567583369,0.290146404241958,0.282791950871798,0.115961294059059,0.255522398790058,0.213866324552517,0.327454969345479,0.256178655826728,0.136422708830127,0.380739509749111,0.357554382933806,0.456230467537957,0.236577864679549,0.26521148438288,0.17205179959518,0.184096509553883,0.0999918764018309,0.432258228412329,0.33084022356841,0.161338680733614,0.21141202415086,0.305399736980495,0.288035077009293,0.489385389785987,0.135060939107607,0.161033919886664,0.303271350815682,0.361482914259594,0.171875892833801,0.238820265033914,0.265597959097411,0.202580472860831,0.288991903328772,0.266051004257011,0.290006629074575,0.295129182381408,0.0737053519854728,0.319526912269622,0.238369125422429,0.171772381651197,0.346122445911854,0.104475076885702,0.23049894581829,0.128199016879156,0.212974728604666,0.0777206676291921,0.306429769958638,0.260836742007941,0.263485980714571,0.195877736397134,0.329495567166287,0.17393536440624,0.147150560408047,0.209336878185993,0,0.117662924551273,0.253274234713482,0.315077860415479,0.126975847853434,0.38314354033437,0.149576091809368,0.244419127715238,0.251147755222007,0.217190688334505,0.125850182666061,0.0576943150772535,0.16153127359929,0.227270646333628,0.117472237589813,0.232033527281703,0.383535000097713,0.249870255018122,0.206580458616284,0.167395885202056,0.114807898189632
"6",0.117136955998516,0.0369331523708001,0.217718572028745,0.102165672456182,0.171838914387767,0.0610377667276443,0.307093391585345,0.0456061303711035,0.0997317035732065,0.0514667855250369,0.0299810090134639,0.0310823180506647,0.195075653534932,0.0641325949575577,0.0398167036955945,0.104816104883845,0.113416325418976,0.10552686224055,0.175626522172284,0.0859357442005268,0.200289304407052,0.143478068533722,0.148769361603998,0.23952868450986,0.146284262285915,0.0896352280431424,0.0477799603885153,0.148238411708086,0.158651150766684,0.117011478607821,0.197526755622489,0.109459580482367,0,0.0951998697121043,0.101230372811202,0.0489490488161516,0.227564753791623,0.131744106932665,0.0585507279807354,0.0819293712769947,0.154069436147747,0.124577531604305,0.136046383950615,0.127948722713694,0.087696594893104,0.0848216580903082,0.218403707895527,0.193551925119519,0.219279708353297,0.0817552610805074,0.10081122530746,0.0506212636089812,0.179459594027348,0.16709003580189,0.0744196858983379,0.177567282290488,0.185859373229174,0.0856084833790381,0.179837669599167,0.0690705177546864,0.131914802341781,0.0563340081821779,0.205351628792455,0.10780792701155,0.122226810463596,0.0875004020531007,0.0468169004120623,0.170154564737046,0.0490938477021324,0.124598872423195,0.0960568242171696,0.147725032258765,0.0683478415910166,0.141640999887789,0.107625475471324,0.0964681068851234,0.192399494303696,0.14530767313978,0.0812405237263966,0.0562925148574672,0.112127988142583,0.073325974512382,0.127789836804192,0.147575124738423,0.143241921178184,0.194108607686197,0.0373020355490615,0.110772046214299,0.152692281766414,0.131690118868096,0.112415247742323,0.107217780407166,0.0584544087019681,0.148907508710339,0.172278101416787,0.095239524783845,0.137159335403873,0.152702686911423,0.219736077595974,0.121112551710112
"7",0.0612419787130234,0.0244653293627119,0.0425499280349111,0.0326148448359373,0.0198135719227319,0.0312283999272544,0.108420322659972,0.141045994952716,0.0588447520859434,0.0600294627130006,0.108797831017016,0.024425272815595,0.177816512287945,0.0407926683444495,0.0699267328831306,0.0612284040043913,0.10335594702892,0.0957536379942172,0.0611579437264071,0.0757921872666156,0.0350322772251607,0.0156100535721419,0.0923014230353326,0.0341389924602513,0.0637096518358135,0.0504331344820673,0.10882986447446,0.141513345095637,0.0128087694028473,0.0395723455504809,0.0437513934897292,0.136746863997881,0.0657436021669807,0.150698492826926,0.057475672092284,0.0352738220208455,0.062711460228972,0.157368797683671,0.0562776150923813,0.0475726015086669,0.0245928293271401,0.0557419241176703,0.0452081554595013,0.0830233267750521,0.15714919735113,0.0636416998561512,0.165269167114013,0.0348252617755269,0.0319661504350113,0.0987911285075842,0.0438688786293966,0.0477592443441525,0.0635740303475004,0.105495151901649,0.0755786521031164,0.0594624165085159,0.0733109763594069,0.0447180552073081,0.130026087097015,0.11765365300227,0.107236249539813,0.0857541861675888,0.0411126684884009,0.0704547591040168,0.0404509098648494,0.0618855425728953,0.0518273742002793,0.0838571084338766,0.0873402276250071,0.146446519162724,0.0661688971042797,0.0769873728540477,0.0260987481926824,0.15182721151014,0.0401363211118144,0.0485026934482458,0.0999661426654385,0.0397271702964189,0.0867198047257875,0.0372901441756436,0.0942364732914951,0.067670352977169,0.054188607845149,0.030630790001844,0.103748273219532,0.0293766264178851,0.0556198987856184,0.157415888171248,0.109178005317138,0.087636928502651,0.0735325270231746,0.102377514665115,0.111900375209838,0.113060985918699,0.0481114625988757,0.0738536907203043,0.061382577039755,0.112648209200783,0.0447254828180478,0.0391422567317153
"8",0.107763898521519,0.180610323205048,0.0188900163527549,0.0285200866907432,0.00941627883251111,0.0204146133820415,0.0450588055758508,0.0331704077241348,0.0264876171326936,0.0380053320162951,0.0591927712958536,0.0169032906271329,0.0369157697133682,0.0259152551281047,0.0413843478825319,0.0840957152924707,0.0412287548864061,0.052162491527449,0.013700611661682,0.0290925011804628,0.0323234316063685,0.0126646477480913,0.0502548250482808,0.0663248878412959,0.0311309142012277,0.0334428444299069,0.0748070169346521,0.0911681323680564,0.0216867331369603,0.0353372972822932,0.0364242596527824,0.0429733667743017,0.0388322517415623,0.0327015430096618,0.0924181433024392,0.00872489704549711,0.0589370975539164,0.0729410163350692,0.0167319407728169,0.0217715515644367,0.0120642738385159,0.0284943807324524,0.022056159328108,0.0204298183793839,0.088652373252722,0.0127124669957056,0.0297732536288523,0.0750531666452076,0.0160381002115856,0.0313691735036624,0.015606241853581,0.0809385154244162,0.0216119966920874,0.0260094248545486,0.0782003362924437,0.0710781692286662,0.0696245874722096,0.0630310516354055,0.0204001024886503,0.0442945605858528,0.00942716744718765,0.0456432174142911,0.105512170020672,0.141869648505881,0.0248542406956868,0.016972456737765,0.0230459234204711,0.0290616076561531,0.143493635360134,0.0458913053762637,0.0187282745283419,0.0761475781222248,0.164742056050871,0.0215843980734106,0.0562828073766403,0.0465102747853268,0.0812116639914558,0.0524704917858474,0.105091608953121,0.0230509421653375,0.0412528191420485,0.0465589955338014,0.101895711406313,0.0238493022446325,0.00948061887260061,0.0339282981352704,0.0526626798406555,0.0272309093044677,0.0100421572709962,0.0157587700088568,0.0287510333951806,0.0879810696271214,0,0.0627066316441639,0.18762943464395,0.0215413791769956,0.070302295466976,0.0331894920748553,0.0263859916114258,0.0217115540515109
"9",0.0750957521700069,0.0418422901806597,0.0648612470664825,0.0110899540359539,0.0186021379529554,0.0118190861353411,0.0636873300743885,0.0412483039812045,0.0150015654282416,0.0517263294194679,0.0599899054966743,0.0294185391760091,0.0102271969111671,0.0133534867683976,0.00859472811162226,0.00497378461378161,0.0264788095698217,0.0647274032900559,0.0399678253237434,0.0668577940014132,0.0522468473576846,0.0512832916309455,0.0440479102116706,0.0205680219689924,0.0199889683495207,0.0841369965342511,0.0756108968662468,0.0406096391884927,0.0121968833304604,0.0137787873270076,0.0254322807974523,0.0106140449196726,0.0429535584614202,0.0383374279921014,0.0163408919224901,0.0109040802028452,0.0370366498059571,0.0124653680447143,0.0139795290815179,0.0425512737074837,0.0477248155402126,0.0761962705087367,0.0184981601408728,0.0135381986637045,0.020110370615546,0.0167376690639388,0.0505997571306917,0.0455886408880368,0.0247526737847454,0.0834184806235871,0.00977383489373984,0.0588992282422652,0.00966704218975192,0.0101329499198426,0.056623007371448,0.0582304470666963,0.03896085366292,0.00793630724450315,0.0136515431236127,0.0137144696772442,0.0407765544395703,0.0087926124764321,0.0514179876633462,0.0618281385961009,0.0423522802000427,0.0137710340880828,0.0540254117661336,0.04898865267535,0.00699818771239797,0.0153401981568667,0.0643593803670684,0.0675688134450211,0.0616763832259768,0.0640309012436518,0.0208878747776597,0.0150546779317746,0.0526821948616101,0.0589330996007178,0.052036472088244,0.0240880802196082,0.0242216006119491,0.00921787758712212,0.033361862775107,0.0201078487173368,0.0477242535069419,0.0387903044370165,0.03025144494465,0.0358200313310449,0.0114517586909475,0.0221171191304118,0.0159047517984395,0.0183314713725027,0.0767299568456151,0.0801342503691798,0.0099385245184016,0.00832346545350326,0.0384355346666827,0.0437801720527793,0.0126489946211552,0.0152382649448795
"10",0.0420717592026845,0.0345681766221861,0.00852963978923323,0.012048409704693,0.0275791355753815,0.046753391326723,0.00934794626492044,0.0665362495998497,0.00906720801889956,0.0284034738351567,0.0447085336123778,0.0179654648097783,0.064319382126932,0.0124329830219633,NA,0.0268938300461007,0.00731940088575796,NA,0.0438956420513672,0.0402961101061057,0.0441907233807622,0.0233706532085766,0.0163629241296055,NA,0.0114015977983843,0.0923656726496223,0.0440647228454073,0.019303243278721,0.0146733014354587,0.030795138657294,0.0323247285646687,0.00544974449582437,0.0137983054797605,0.0540896606886059,0.0482753787031447,0.0139765760135767,0.00624722335471589,0.0559593969493856,0.0230841479846816,0.00686918812820427,NA,NA,0.0262754773873252,0.00553128052694384,0.0344369645754504,0.0159800767564389,0.0316331717264826,0.0543311019835304,0.0455486010061513,0.0299808162043221,0.0219312217722621,0.0284878592692326,NA,0.0458536906715051,0.0630408923250797,0.0188077226519603,NA,0.0368940109863583,0.00498537517189939,0.0492086233330931,0.0323750246435615,0.00796937626350849,0.0173530039735359,0.0380577440187156,0.0209562398090684,NA,0.0140214024524994,0.00971879054489196,0.02577063971942,0.00528153756896058,0.0144396132144161,0.0327531820057772,NA,NA,0.0130423907034625,0.0604747952763651,0.0779371440822664,0.0281821482028044,0.0583624020199679,0.0398413545227071,NA,0.0314433191774186,0.0115446784507441,0.028397921532524,0.0536237631046274,0.0153524538471223,0.00413363290081466,0.000329474480413329,0.0321070110479119,0.0121135320852505,0.000533013333182128,0.0277352544913531,NA,0.00806198513595233,0.05358790641965,0.0371919113535831,0.0325835106475463,0.0467157605021099,0.00620235326037465,NA
